label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
8	629 m^3	0.3288	Reilly	Santa Clarita	0.7102	737	Computer Engineering	0.7719	1125	92	Michael	0.4617	745	941
6	1249 m^3	0.9336	Tony	San Francisco	0.9618	802	Biotechnology	0.7735	142	1290	Andrew	1.0595	11	986
8	904 m^3	-0.0186	Reilly	Fresno	0.546	887	Computational Media	0.9305	948	464	Michael	0.7334	1296	943
3	1236 m^3	1.098	Fabrice	Chula Vista	0.9261	196	Technology and Information Management	0.0634	854	1191	Vani	0.932	1081	908
9	408 m^3	0.5294	Eriq	Anaheim	0.9647	1076	Bioengineering	0.9014	421	918	Reilly	1.0414	1416	1092
2	976 m^3	1.0315	Eriq	Bakersfield	0.281	1035	Human Computer Interaction	0.9382	832	915	Lise	0.7601	648	923
5	844 m^3	0.9903	Michael	Irvine	1.1432	230	Natural Language Processing	0.7441	1086	1183	Eriq	0.6634	1218	224
3	913 m^3	0.6663	Vani	chula vista, fremont	1.0433	340	Technology and Information Management	0.1528	699	1105	Vani	1.0962	1343	903
2	1231 m^3	0.9964	Lise	Bakersfield	0.3934	824	Human Computer Interaction	1.1601	1042	870	Lise	1.0824	981	1113
4	796 m^3	0.6235	Fabrice	Sacramento	0.4676	797	Computer Science	0.7178	792	598	Fabrice	0.8821	898	827
3	945 m^3	0.7713	Fabrice	Chula Vista	0.7338	372	Technology and Information Management	0.2387	979	652	Vani	1.0185	1368	1096
4	1013 m^3	1.0137	Andrew	Riverside	0.3556	963	Computer Science	0.9438	710	798	Fabrice	1.245	685	None
0	1278 m^3	0.9604	Lise	San Diego	0.9793	378	Statistics	1.0398	900	809	Tony	0.0403	1279	1297
0	1028 m^3	1.2077	Lise	Modesto	0.9858	789	Computer Game Design	0.973	1001	421	Inan	-0.2091	1301	1096
1	1114 m^3	0.8417	Sam	Stockton	1.0387	933	Bioinformatics	0.369	1101	743	?	0.9768	275	735
8	865 m^3	0.3279	Reilly	Oakland, San Bernardino, Fresno	0.7511	1312	Computer Engineering	1.1707	1054	680	Michael	0.9892	812	916
1	1002 m^3	0.8234	Sam	Stockton	1.042	1103	Games and Playable Media	0.5165	1247	944	Chris	1.0553	34	1120
7	903 m^3	0.8625	Chris	San Jose	0.9734	965	Robotics Engineering	1.1723	970	1348	Sam	0.8873	518	872
1	795 m^3	0.6637	Sam	Stockton	1.0399	1281	Games And Playable Media	0.6638	1019	1069	Chris	0.8404	-231	1156
5	1027 m^3	0.759	Michael	Modesto	0.9484	646	natural language processing	1.0798	814	1166	Eriq	0.4611	984	231
6	1051 m^3	0.5515	Tony	San Francisco	0.925	847	Biotechnology	0.7519	180	1166	Andrew	1.0262	332	652
1	1213 m^3	1.0776	Sam	Stockton	1.2537	975	Bioinformatics	0.7356	980	1165	CHRIS	1.0702	-134	1134
9	301 m^3	0.5356	Vani	Anaheim	0.9779	901	Bioengineering	1.2038	365	855	Reilly	0.8785	890	1220
9	547 m^3	0.3868	Vani	Anaheim	0.9972	874	Bioengineering	0.9741	534	970	Reilly	0.8987	958	811
2	1105 m^3	0.956	Eriq	Bakersfield	0.3216	1081	Human Computer Interaction	0.8384	1234	1164	Lise	1.046	1038	1326
1	957 m^3	0.9086	Sam	Stockton	1.164	1020	Electrical Engineering	0.5187	1029	1087	Chris	1.03	144	626
9	431 m^3	0.5089	Vani	Anaheim	1.0248	799	Bioengineering	1.3149	579	1165	Reilly	0.7431	965	1020
0	1074 m^3	1.0527	Lise	Modesto	1.1234	585	Statistics	1.1204	1098	984	Inan	-0.1022	1038	786
2	1000 m^3	1.0361	Eriq	Bakersfield	0.088	721	Human Computer Interaction	0.9511	581	1167	Lise	0.712	770	1089
2	1061 m^3	1.0748	Eriq	Anaheim	0.0702	1077	Human Computer Interaction	1.0711	985	1056	Chris	1.1321	1208	1317
8	989 m^3	-0.0292	Reilly	Fresno	0.6074	1172	Computational Media	0.9493	1089	1	Michael	1.1271	905	722
4	934 m^3	?	Inan	Sacramento	0.5287	587	Computer Science	0.7745	809	1146	Fabrice	1.0715	1038	872
2	986 m^3	1.0028	Eriq	Bakersfield	0.139	1076	human computer interaction	1.0911	898	1409	Lise	1.0265	1112	974
6	963 m^3	1.216	Michael	Moreno Valley	0.9365	618	Electrical Engineering	0.9608	324	945	Andrew	1.0589	239	1010
5	985 m^3	0.7484	Michael	Irvine	1.0696	764	Natural Language Processing	0.8057	1082	1034	Eriq	0.6829	784	289
8	786 m^3	0.0295	Reilly	Fresno, Santa Clarita, Oakland	0.6286	1120	Computational Media	1.0106	861	416	Michael	1.1095	1075	1117
2	828 m^3	0.6845	eriq	Bakersfield	0.1279	545	Human Computer Interaction	0.9614	600	949	Lise	0.9503	929	999
5	817 m^3	0.7197	Michael	Irvine	0.8629	515	Natural Language Processing	0.8148	1055	1011	Lise	0.7616	916	250
7	985 m^3	0.7184	Chris	San Jose	0.9858	911	Robotics Engineering	0.4306	794	1077	Sam	1.0038	390	1092
6	905 m^3	0.89	Tony	San Francisco	1.0975	1035	Electrical Engineering	0.825	242	999	Andrew	1.1536	96	948
3	968 m^3	0.7365	Fabrice	Fremont	0.7162	72	Technology and Information Management	0.2058	571	1077	Vani	1.0153	1218	830
5	1137 m^3	0.4463	Michael	Bakersfield	0.9651	636	Natural Language Processing	0.9628	755	1080	Eriq	0.5828	926	228
7	899 m^3	0.8013	Fabrice	San Jose	0.9101	855	Robotics Engineering	0.2814	687	1081	Sam	0.9827	281	1153
9	476 m^3	0.5317	Vani	Long Beach	1.1176	915	Data Science	1.2292	647	797	Reilly	0.9379	999	1040
7	867 m^3	0.7311	Eriq	San Jose	0.9688	845	Robotics Engineering	0.8617	826	1103	Sam	1.0219	628	1171
9	464 m^3	0.2703	Vani	Anaheim	0.9156	596	Bioengineering	0.8499	427	949	Reilly	1.1135	793	1128
9	614 m^3	0.8435	Vani	Long Beach	0.9128	1054	Data Science	1.095	649	964	Reilly	0.8973	933	688
7	1254 m^3	0.8292	Andrew	San Jose	0.9525	974	Robotics Engineering	1.0407	861	1049	Sam	0.8463	308	950
3	1140 m^3	0.739	Fabrice	Chula Vista	0.9297	390	TECHNOLOGY AND INFORMATION MANAGEMENT	0.3187	842	970	Vani	0.7883	879	685
0	1230 m^3	1.1541	Lise	San Diego	0.9212	1065	Computer Game Design	1.0547	1015	882	Tony	-0.2441	941	1026
7	1018 m^3	1.0001	Chris	San Jose	1.0711	850	Robotics Engineering	0.8338	1149	1097	Sam	1.2028	120	1183
6	978 m^3	1.1814	Tony	Moreno Valley	1.1203	900	Biotechnology	0.8045	403	1023	Andrew	1.0107	301	921
9	560 m^3	0.8987	Vani	Anaheim	0.8319	775	DATA SCIENCE	0.8954	486	866	Reilly	1.2258	1134	1040
7	741 m^3	0.9497	Chris	San Jose	1.0344	?	Robotics Engineering	0.4172	707	1267	Sam	0.8339	704	974
0	1322 m^3	0.9297	Vani	Modesto	0.9774	294	Computer Game Design	1.4144	1178	445	Tony	0.198	951	1286
9	274 m^3	0.4803	Vani	Anaheim	0.7758	822	Bioengineering	1.2945	431	892	Reilly	1.0401	1472	1012
9	549 m^3	0.8571	Vani	Long Beach	1.1983	854	Bioengineering	0.853	643	839	Reilly	0.9471	1019	1029
2	935 m^3	0.9657	Eriq	Bakersfield	-0.2594	1100	Human Computer Interaction	0.7132	1018	991	Lise	1.152	797	858
3	1155 m^3	0.6696	Fabrice	Santa Ana	0.7966	298	Technology and Information Management	0.7139	918	873	Vani	0.9392	1070	1123
4	774 m^3	0.9551	Andrew	Sacramento	0.516	957	Computer Science	0.4989	695	884		1.1497	854	685
3	799 m^3	0.4749	Fabrice	Oakland		448	Human Computer Interaction	0.165	932	927	Vani	1.2431	567	1100
6	841 m^3	0.9863	Tony	Moreno Valley	0.9527	1408	Technology and Information Management	0.7304	179	1017	Andrew	1.0033	38	1349
7	893 m^3	0.9509	Chris	San Jose	0.8516	967	Robotics Engineering	0.7383	946	971	Sam	1.1144	393	1342
4	715 m^3	1.1061	Andrew	Stockton	0.1711	706	Computer Science	0.5243	552	967	Fabrice	0.7862	787	871
2	1063 m^3	1.1603	Eriq	Bakersfield	0.0726	751	Human Computer Interaction	0.713	1026	794	Lise	0.8559	1061	1101
6	1046 m^3	1.0389	Tony	San Diego	1.0117	900	Biotechnology	0.8561	-72	1217	Andrew	1.0499	187	949
3	N/A	1.0584	Fabrice	Fremont	0.7408	496	Technology and Information Management	0.2163	962	1275	Vani	1.1758	717	998
4	905 m^3	1.2513	Inan	Riverside	0.4019	1018	Computer Science	0.4569	768	898	Fabrice	0.8561	918	566
2	1049 m^3	0.686	Eriq	Bakersfield	-0.0142	1238	Human Computer Interaction	0.6153	891	1290	Lise	1.2456	825	908
1	948 m^3	0.7906	Sam	Stockton	1.0304	780	Games and Playable Media	0.6219	1145	947	Chris	1.1692	16	904
2	1097 m^3	0.8174	Fabrice	Bakersfield	0.2883	821	Human Computer Interaction	0.931	971	869	Vani	1.0653	1113	1003
9	414 m^3	0.827	Vani	Anaheim	0.8003	930	Bioengineering	0.9426	546	588	Reilly	0.6601	617	999
6	1113 m^3	0.6109	Michael	San Francisco	1.1584	1196	Electrical Engineering	0.6124	142	952	Andrew	0.9761	267	747
4	1249 m^3	1.0046	Inan	Stockton	0.5273	774	Computer Science	0.9055	849	626	Fabrice	1.0888	465	406
6	1286 m^3	0.8856	Tony	SAN FRANCISCO	0.9849	1240	Biotechnology	0.6741	271	1158	Reilly	1.0955	61	1078
7	952 m^3	0.5076	Chris	San Jose	1.0056	992	Robotics Engineering	0.6765	746	1044	Sam	0.9445	171	1055
6	1118 m^3	1.2394	Tony	Anaheim	1.1771	843	Electrical Engineering	0.8261	280	963	Andrew	1.0615	109	819
7	1095 m^3	0.827	Chris	San Jose	0.9071	1087	Robotics Engineering	0.9443	781	1087	Sam	0.8763	546	1009
3	888 m^3	0.8316	fABRICE	Chula Vista, Santa Ana	0.9392	-117	Technology and Information Management	0.3643	886	785	Vani	0.919	1171	1070
3	886 m^3	0.5947	Fabrice	Fremont, Santa Ana	0.5981	686	Technology and Information Management	0.4845	547	916	Vani	1.0873	1225	986
6	1084 m^3	0.7188	Tony	Moreno Valley	1.1474	836	Computer Science	?	149	1087	Andrew	0.777	352	881
4	810 m^3	0.9514	Inan	Riverside	0.5569	836	Computer Science	0.7129	719	1071	Fabrice	1.1239	658	627
4	1110 m^3	1.0783	Reilly	Sacramento	0.3738	665	Computer Science	0.7835	735	945	Fabrice	0.9079	724	425
6	898 m^3	1.0975	Tony	Moreno Valley	0.9895	1035	Biotechnology	0.6429	520	875	Andrew	0.849	?	1182
5	866 m^3	0.6351	Michael	Irvine	0.8762	867	Applied Mathematics	0.846	979	1109	Eriq	0.6482	804	271
0	957 m^3	0.7876	Lise	Modesto	1.1765	324	Statistics	1.2805	1252	1103	Inan	n/a	834	1207
4	1171 m^3	1.1762	Andrew	Sacramento	0.6199	1090	Computer Science	0.413	1226	731	Fabrice	0.8173	938	1016
4	935 m^3	0.9128	Inan	Riverside	0.4955	974	Data Science	0.7686	407	892	Fabrice	0.9974	833	856
2	1122 m^3	1.2259	Eriq	Bakersfield	-0.1882	1070	Human Computer Interaction	0.7343	N/A	1171	Lise	1.1803	1264	852
6	1059 m^3	0.7444	Tony	San Francisco	0.8429	1331	Electrical Engineering	0.485	115	1112	None	1.1786	-88	902
1	974 m^3	1.2447	sam	Stockton	0.9494	877	Games and Playable Media	0.6689	1046	1059	Chris	0.8673	-334	832
4	973 m^3	0.8639	Andrew	Riverside	0.3103	901	Computer Science	0.5649	863	948	Fabrice	0.7221	877	858
5	972 m^3	0.623	Eriq	Irvine	0.9409	540	Applied Mathematics	0.6319	954	961	Eriq	0.7142	797	324
6	1069 m^3	1.1736	Tony	San Francisco	1.2199	1059	Electrical Engineering	0.6877	26	1127	Andrew	1.0278	162	1241
6	841 m^3	n/a	Tony	San Francisco	1.0574	667	Electrical Engineering	0.848	38	1173	Andrew	0.9158	399	1032
4	1081 m^3	0.9712	Andrew	Sacramento	0.5844	1096	N/A	0.2274	594	781	Fabrice	1.1335	754	510
4	1157 m^3	0.9298	Inan	Sacramento	0.4422	1086	Computer Science	0.5137	759	794	Fabrice	1.1642	398	571
5	883 m^3	0.8628		Irvine	0.9636	591	None	1.0347	519	1239	Eriq	0.6619	1206	443
1	986 m^3	0.8007	Sam	Oakland	1.1099	1025	Bioinformatics	0.0073	823	934	Chris	1.1199	164	1169
2	1027 m^3	1.0906	Eriq	Bakersfield	0.2141	996	Human Computer Interaction	0.8377	1064	1069	Lise	1.0779	1056	972
4	833 m^3	0.8996	Inan	San Diego	0.5451	1287	Computer Science	0.5079	974	702	FABRICE	0.8207	739	838
7	1360 m^3	0.8498	Chris	San Jose	1.1495	915	Robotics Engineering	1.0327	897	882	sam	1.3095	671	1152
8	817 m^3	0.0554	Reilly	Fresno	0.5273	768	computer engineering	1.0802	1287	110	Michael	0.8297	1319	911
6	900 m^3	0.4261	Tony	Moreno Valley	0.9413	N/A	Biotechnology		318	1219	Andrew	1.2489	453	911
7	890 m^3	0.7111	Chris	San Jose	0.7734	1177	Robotics Engineering	0.5992	1130	930	Sam	0.7746	615	1016
8	752 m^3	0.3795	Reilly	Oakland, Santa Clarita	0.7574	871	Computational Media	0.8679	1094	55	None	1.0208	877	1135
3	1167 m^3	0.3509	Fabrice	Santa Ana, Fremont	0.7197	254	Technology and Information Management	0.3998	717	1177	Vani	1.0099	1044	654
0	1339 m^3	0.6555	Lise	san diego	0.8341	545	Statistics	NULL	1000	789	Inan	0.1967	1165	1148
5	837 m^3	0.7876	michael	Long Beach	1.0359	916	Natural Language Processing	1.2167	793	730	eRIQ	0.3972	1046	301
6	1155 m^3	1.0063	Tony	San Francisco	0.9587	1168	Electrical Engineering	0.7637	267	1206	Michael	0.9696	-127	950
4	1018 m^3	0.9808	Andrew	Sacramento	0.4215	953	Computer Science	0.773	789	1135	Fabrice	0.8694	865	1143
7	991 m^3	0.7044	Chris	San Jose	0.8453	791	Robotics Engineering	0.9156	1296	914	Sam	0.9781	693	1067
1	862 m^3	0.8941	Sam	Stockton	0.9359	1036	Games and Playable Media	0.5251	922	1264	Chris	0.951	-22	902
3	1152 m^3	1.0696	Michael	Fremont, Santa Ana	0.6474	410	Technology and Information Management	0.5176	884	952	Vani	0.9498	855	970
5	958 m^3	0.8494	Michael	Irvine	1.0951	688	Applied Mathematics	0.9237	908	1128	Eriq	0.7724	1033	80
5	837 m^3	0.6632	Michael	Irvine	0.9928	696	Natural Language Processing	0.7324	843	1195	Eriq	0.5421	1149	193
0	1151 m^3	0.6723	Lise	Modesto	0.9126	804	Computer Game Design	0.9415	1111	667	Inan	0.0006	778	943
0	1037 m^3	1.054	Lise	Modesto	0.6738	467	Statistics	0.9146	1067	545	Tony	0.3032	779	938
6	1056 m^3	0.6792	Tony	San Francisco	1.0154	1199	Biotechnology	0.5652	237	762	Andrew	1.2491	223	837
1	996 m^3	0.855	Michael	Stockton	0.9694	831	Games and Playable Media	0.6971	1474	936	Chris	1.2358	-372	820
5	1107 m^3	0.9197	Michael	Irvine	0.8488	851	Natural Language Processing	0.8401	613	1186	Eriq	0.7215	588	88
1	1165 m^3	0.9479	Sam	Stockton	0.9711	627	Games and Playable Media	0.6583	1321	871	CHRIS	1.2285	29	1029
1	1034 m^3	0.4658	Sam	Stockton	1.0727	1165	Games and Playable Media	0.5659	961	633	None	1.1463	-6	826
7	1047 m^3	0.7261	Chris	San Jose	1.0074	1228	Robotics Engineering	1.0534	1073	1238	Sam	0.8982	469	991
2	1041 m^3	0.9154	Eriq	Bakersfield	-0.2044	1166	Human Computer Interaction	1.0499	1001	964	Lise	0.8513	703	850
0	1074 m^3	0.9042	Michael	Modesto	1.1668	850	Statistics	0.9674	1125	636	Inan	-0.0113	978	1062
9	422 m^3	0.5357	Vani	Anaheim	1.0077	840	Bioengineering	1.1907	450	964	Reilly	0.702	588	1090
7	1210 m^3	0.7346	Chris	San Jose	0.8703	1111	Robotics Engineering	0.8927	1148	1239	Sam	1.1024	377	1248
9	419 m^3	0.7755	Vani	Long Beach	0.9389	1063	Data Science	1.3085	533	996	Reilly	0.9381	1021	1053
4	1115 m^3	1.179	Inan	Sacramento	0.5614	1024	Computer Science	0.5771	706	1070	Fabrice	1.0881	857	864
9	270 m^3	0.2972	Vani	Anaheim	0.9759	1139	Bioengineering	0.6285	336	1051	Reilly	1.0375	754	1349
8	889 m^3	0.2415	Reilly	San Bernardino, Santa Clarita, Oakland	0.6813	1275	Computational Media	0.4	964	261	Michael	0.7885	1168	705
0	1012 m^3	0.6719	Lise	San Diego	1.3049	531	Computer Game Design	0.6137	888	452	Tony	0.2696	1188	1065
3	819 m^3	1.1035	Fabrice	Fremont	0.9332	180	Technology and Information Management	0.0772	517	1042	Vani	0.9978	1042	1012
2	862 m^3	1.0984	Eriq	Bakersfield	0.1334	720	Human Computer Interaction	0.8273	777	1363	Lise	1.0687	1216	1003
0	1088 m^3	0.8819	Lise	Modesto	1.1698	756	Computer Game Design	0.717	726	761	Inan	0.1013	874	667
0	1218 m^3	0.5282	Lise	Modesto	0.7832	1092	Computer Game Design	0.9785	974	563	Tony	0.4396	1014	980
2	938 m^3	0.9201	Eriq	Bakersfield	-0.0395	1032	Human Computer Interaction	0.8261	1090	1179	Lise	1.1988	933	1144
0	1052 m^3	1.1581	Lise	Modesto	0.7748	715	Statistics	0.9475	1122	956	Inan	0.3644	799	1017
7	992 m^3	0.7209	Chris	San Jose	0.7996	691	Robotics Engineering	0.8909	993	830	Sam	0.8806	311	940
8	1005 m^3	0.3857	Reilly	Oakland, San Bernardino, Santa Clarita	0.5465	808	Computer Engineering	0.9664	1046	666	Michael	1.0079	1019	1032
9	726 m^3	0.352	Vani	Anaheim	1.0455	856	Data Science	1.1764	782	800	Reilly	1.0463	1118	856
2	1029 m^3	0.9541	Eriq	Bakersfield	-0.0242	904	Technology and Information Management	0.8099	940	900	Lise	1.1385	946	776
7	787 m^3	0.668	Chris	San Jose	0.9965	850	Robotics Engineering	0.7122	1125	1220	Sam	0.9965	670	1392
9	233 m^3	0.3031	Vani	Long Beach	0.9286	916	Bioengineering	0.8436	468	1137	Reilly	0.9802	911	1105
3	1131 m^3	0.7822	Fabrice	Fremont	0.6301	266	Technology and Information Management	0.1441	845	934	VANI	1.2554	1023	859
3	1305 m^3	0.9518	Fabrice	Chula Vista	0.9961	455	Technology and Information Management	0.3001	620	958	Vani	0.7556	1231	818
1	1023 m^3	1.1663	Sam	Modesto	0.888	774	Games and Playable Media	0.3865	1036	958	Chris	1.2465	63	972
7	1173 m^3	1.1492	Chris	San Jose	1.0191	1006	Robotics Engineering	0.6653	1104	843	Sam	0.8867	710	1372
8	1120 m^3	0.3915	Reilly	Oakland	0.5672	1336	Computer Engineering	0.971	1170	437	Michael	1.1968	521	1055
1	1239 m^3	0.6979	Sam	Stockton	0.9626	884	Games and Playable Media	0.5801	1012	861	Chris	0.5744	214	1391
5	1005 m^3	0.8812	Michael	Los Angeles	0.9226	506	Applied Mathematics	0.8405	913	1006	Eriq	0.5516	745	376
3	1070 m^3	0.5234	Fabrice	Santa Ana	1.1085	456	Technology and Information Management	0.2595	895	949	Vani	1.0378	843	905
3	932 m^3	0.8023	Fabrice	Riverside	0.9993	393	Technology and Information Management	0.1733	867	854	Vani	1.0048	973	822
5	819 m^3	0.7413	Michael	Modesto	0.9532	887	Natural Language Processing	1.0887	796	1265	Eriq	0.6295	993	371
2	1008 m^3	0.9297	Lise	Bakersfield	0.0923	1032	Human Computer Interaction	0.9886	1300	795	lise	0.9668	1008	1010
4	1128 m^3	0.9904	Inan	SACRAMENTO	0.3417	1086	Computer Science	0.3131	717	1061	Fabrice	0.8465	613	660
5	1251 m^3	0.5349	Michael	Los Angeles	1.0162	739	Natural Language Processing	1.1764	875	704	Eriq	0.718	1064	393
8	1148 m^3	0.3701	Reilly	Santa Clarita	0.9723	1007	Computer Engineering	0.9412	884	421	Michael	0.7219	1006	755
0	1029 m^3	0.9498	Lise	Modesto	1.0414	655	Statistics	0.8423	1466	901	Inan	0.0493	909	1105
1	916 m^3	1.0089	Sam	Stockton	1.1374	718	Bioinformatics	0.4596	1055	775	Chris	1.1444	-27	992
6	894 m^3	0.8979	Tony	San Francisco	0.8664	959	Biotechnology	0.8972	398	949	Andrew	1.0146	173	1051
2	975 m^3	0.9656	Eriq	Bakersfield	0.0396	1212	Human Computer Interaction	0.9175	1252	1194	Lise	0.9401	1261	941
4	917 m^3	0.9493	Andrew	Riverside	0.516	842	Computational Media	0.3587	?	843	Fabrice	1.0613	829	None
3	997 m^3	0.2681	Fabrice	irvine	0.918	-45	Technology and Information Management	0.0313	988	865	Vani	0.98	901	971
6	1026 m^3	0.7635	Tony	Moreno Valley	1.1652	1174	Electrical Engineering	0.6978	-40	1028	Andrew	0.9545	107	903
5	1080 m^3	0.9824	Michael	Irvine	0.7446	530	Natural Language Processing	0.5791	844	1295	Eriq	0.4951	1123	396
0	1174 m^3	0.7463	Fabrice	Modesto	0.873	555	Computer Game Design	1.0727	908	730	Inan	0.1949	983	904
1	1063 m^3	0.8493	Sam	Stockton	1.007	1047	Bioinformatics	0.4882	1352	1041	Chris	1.0876	-112	1192
0	970 m^3	0.7049	LISE	Modesto	1.0659	376	Computer Game Design	0.9939	1111	690	Inan	0.0641	857	795
8	1047 m^3	0.2378	Reilly	San Bernardino	0.7769	895	Computational Media	1.0588	1060	385	Michael	0.9282	962	1014
3	941 m^3	0.7025	fABRICE	Fremont	0.9992	121	Technology and Information Management	0.4727	817	1379	Vani	1.0853	586	1088
2	942 m^3	1.0826	Eriq	Anaheim	-0.1426	1131	Human Computer Interaction	0.8538	970	1013	Lise	1.1815	851	967
8	754 m^3	0.4503	michael	Santa Clarita	0.7473	894	Computer Engineering	0.9552	755	409	Michael	0.8032	1109	1091
5	1036 m^3	0.7122	Michael	Los Angeles	0.9331	928	Natural Language Processing	0.7673	651	1028	Eriq	0.5828	995	244
6	938 m^3	1.1833	Tony	Stockton	0.984	1209	Biotechnology	0.7013	301	1145	Andrew	1.0762	-140	961
4	955 m^3	1.077	Inan	Sacramento	0.4802	1308	Computer Science	0.6732	735	1220	Fabrice	1.0838	663	764
8	1053 m^3	0.0777	Reilly	Oakland, Fresno	0.5188	727	Computer Engineering	1.1364	855	465	Michael	0.8764	885	743
7	1128 m^3	0.8008	Chris	San Jose	1.0357	1002	Robotics Engineering	0.9505	974	1042	Sam	0.9906	1040	706
9	360 m^3	0.5319	Vani	Long Beach	1.0006	1239	Bioengineering	0.9744	292	1153	Reilly	0.8628	1012	1149
9	678 m^3	0.4765	Vani	Long Beach	1.0458	1054	Data Science	1.1595	613	521	Reilly	0.9751	1042	1109
3	1064 m^3	0.843	Fabrice	Fremont, Chula Vista	0.7021	668	Technology and Information Management	0.4059	667	838	Vani	1.0914	858	1257
6	960 m^3	0.8941	Tony	San Francisco	0.9458	1091	Biotechnology	0.9618	n/a	858	Andrew	0.8775	-75	1196
6	1329 m^3	0.7493	Tony	Moreno Valley	?	1213	Biotechnology	0.8708	97	753	Andrew	1.0734	114	866
7	1013 m^3	0.6556	Chris	San Jose	0.794	1114	Robotics Engineering	0.4732	1034	662	Sam	1.2501	577	1055
8	962 m^3	0.0622	Reilly	Oakland	0.6805	1037	Computational Media	0.9502	1094	240	Michael	0.986	1060	740
1	1229 m^3	0.9596	Sam	Stockton	1.1976	1242	Bioinformatics	0.2846	866	906	Chris	0.8533	276	1079
5	873 m^3	0.8712	Michael	Long Beach	1.0526	581	Natural Language Processing	0.8328	967	1182	Eriq	0.7966	1095	168
8	692 m^3	0.1363	Reilly	SANTA CLARITA, FRESNO	0.4062	887	Computer Engineering	0.7177	915	394	Michael	0.7532	954	838
1	1175 m^3	0.841	Michael	Stockton	1.1233	917	Technology and Information Management	0.8479	912	880	Chris	0.9225	156	969
6	1188 m^3	0.984	Tony	Moreno Valley	0.9858	1160	Electrical Engineering	0.8026	144	1154	Andrew	0.9319	440	1079
6	1043 m^3	0.537	Tony	San Francisco	1.0621	1143	Biotechnology	0.8402	331	914	Andrew	1.2894	281	?
2	1216 m^3	0.4353	Eriq	Bakersfield	0.198	976	Human Computer Interaction	1.1132	994	1079	Lise	1.0515	1117	1033
1	1019 m^3	1.2032	sam	Stockton	0.9729	819	Games and Playable Media	0.8527	939	1074	Chris	0.8325	257	1072
0	1173 m^3	0.748	Lise	San Diego	0.8923	647	Statistics	1.2118	877	607	Tony	0.2138	949	655
7	1107 m^3	0.7144	Chris	San Jose	1.0134	804	Robotics Engineering	None	866	825	Sam	0.9437	947	1184
9	372 m^3		Vani	Anaheim	1.3596	1143	Bioengineering	N/A	635	775	Reilly	0.8796	1325	1375
8	784 m^3	0.2085	Reilly	Santa Clarita, San Bernardino, Fresno	0.6443	1200	Computer Engineering	1.0078	911	235	Michael	n/a	1081	1152
7	913 m^3	1.2857	Chris	San Jose	0.9392	983	Robotics Engineering	0.6848	1147	1170	Sam	0.9208	492	1248
6	1212 m^3	0.813	Tony	Moreno Valley	1.0447	1147	Electrical Engineering	0.8689	514	1009	Andrew	1.2237	438	1045
0	905 m^3	1.144	Lise	San Jose	1.0992	1008	Computer Game Design	1.2934	974	584	Tony	0.2112	1097	983
5	1038 m^3	0.9632	Michael	Los Angeles	1.0099	673	Applied Mathematics	1.2447	1030	1020	None	0.3227	1170	200
5	1110 m^3	0.5907	Michael	Stockton	1.0485	539	Electrical Engineering	1.1078	1001	1249	Eriq	0.4661	1329	201
9	278 m^3	0.7004	Vani	Bakersfield	0.906	939	Bioengineering	1.1257	755	1038	Reilly	1.0393	881	1086
9	432 m^3	0.5525	Vani	Long Beach	1.049	1238	Data Science	0.9138	281	1149	Reilly	1.0842	951	958
0	932 m^3	0.5795	Lise	San Diego	1.0851	756	Computer Game Design	1.0698	1056	1048	Tony	0.0503	838	931
9	298 m^3	0.6194	Vani	Long Beach	0.792	None	Bioengineering	1.1928	354	1020	Reilly	1.2383	1378	1014
4	1407 m^3	1.079	Inan	Riverside	0.5324	967	Computer Science	0.6606	586	990	Fabrice	0.9826	847	474
5	1076 m^3	0.6097	Michael	Los Angeles	1.0074	529	Human Computer Interaction	1.2464	941	1219	Eriq	0.6151	1294	113
9	433 m^3	0.5774	Vani	Long Beach	0.9173	919	Data Science	1.0814	585	1048	Reilly	0.745	936	1133
9	357 m^3	0.2935	Vani	Anaheim	0.9796	996	Data Science	0.9989	386	775	Reilly	0.5494	1043	946
2	790 m^3	0.8768	Eriq	Los Angeles	0.0147	754	Human Computer Interaction	0.7833	971	645	Lise	1.2142	998	870
1	1018 m^3	1.0102	Sam	Stockton	1.0816	939	Computational Media	0.9017	928	1312	Chris	1.0704	258	889
3	976 m^3	0.902	Fabrice	Chula Vista, Santa Ana	0.869	745	Technology and Information Management	0.5234	841	746	Vani	0.8921	938	998
9	362 m^3	0.5252	Vani	Anaheim	0.8753	777	Bioengineering	0.8288	641	677	Reilly		952	1240
1	1168 m^3	n/a	Sam	Stockton	0.9186	790	Bioinformatics	0.4101	1100	1047	Chris	0.6979	113	1213
6	N/A	0.7587	Tony	Moreno Valley	1.1866	944	Electrical Engineering	0.8858	279	1032	Andrew	0.9704	229	1003
5	810 m^3	0.6547	Michael	Irvine	0.895	802	Natural Language Processing	0.7161	850	1064	Eriq	0.576	1042	143
7	830 m^3	0.9015	Chris	San Jose	0.9248	819	Robotics Engineering	0.9039	965	1063	Sam	1.0608	842	947
5	913 m^3	0.591	Michael	LOS ANGELES	0.9983	789	Natural Language Processing	1.0673	840	1002	Eriq	0.6764	983	355
7	1134 m^3	0.9896	Chris	San Jose	0.8679	1088	Robotics Engineering	1.1098	569	918	Sam	0.7917	871	1251
